"chemical.id","conc","Interval","Movement.mu"
"1174",0,"B",1.3879138447104
"1174",1,"B",1.77433222502955
"1174",5,"B",1.91971885402199
"1174",10,"B",0
"1174",0,"E",4.52722782047872
"1174",1,"E",4.81493766341608
"1174",5,"E",5.17321918142361
"1174",10,"E",0
"1174",0,"R",0.29250699950133
"1174",1,"R",0.439164625664894
"1174",5,"R",0.246005328776042
"1174",10,"R",0
