chemical.id,bottle.id,conc,plate.id,well,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
1174,P215706,0,25484,H12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.002600625,2.06163125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3307375,18.966999125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0694465625,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,10.438375,40.9939110625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375
1174,P215706,0,25485,G03,0,0,0,0,0,0,0,0.303819375,0.325521875,0,0,0,0,0,0,0,0.1519098125,0,0,0,0,0,0.52083325,0,0,0,0.325520875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G04,41.862000125,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,37.8905966875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,23.04689375,58.767334375,8.9409743125,2.8862845,0,0.6076375,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G05,0,0,0,0.021701375,19.726553125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0433875,0.0651040625,0,0,0,0,0,0,0,36.37153125,26.77952325,20.24738625,8.5937611875,7.118045125,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0
1174,P215706,0,25485,G06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22655125,0.32552075,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G07,0,0,0,0,0,0,23.263875,3.40711825,0,0,0.021701375,0,37.8689375,0,0,0,0,0,0,0,0,0,20.3775875,0.347221875,0,0,0,0,0,0,0,24.71790625,26.8663195,3.4505198125,1.2369793125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G08,0,0,0,0,0,0,0,0,11.414928125,29.318614375,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2812325,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0
1174,P215706,0,25485,G09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G10,0,0,27.2135521875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3428791875,0.0868054375,0,0,0,0,0,0,0,0,0,0,0,0,0,34.830756875,0.0434028125,0,0,20.13886875,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9618,8.1380173125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,G12,0,0,0,0,19.357625,0,0,0,0,0,0,0,0,0,3.797743125,1.323784375,0,0,0,0,0,0,0,0,0,0,0,0,0,35.850665625,0.5859371875,0,31.814206875,2.5824645,0.933161875,0.238715125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H01,0,0,0,0,0,0,0,0,0,0,9.4835125,27.12673625,1.714409,0,0,0,0,0,0,0,0,0,15.7986215625,6.4235965625,0,0,0,0,0,0,0,51.0199479375,13.7803784375,4.1232665625,0.6727430625,0.1519096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H02,0,0,0,0,0,0,19.8567541875,0,0,0,0.021701375,0,0,0,24.7612816875,0,0,0,0,0,0,0,0,20.46438575,0,0,0,0,0,0,20.42101125,0,5.316826375,23.980052,0,0,29.904501375,52.4305625,13.5416695,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H04,0,0,2.64756875,40.5165,0,0,0,0,0,0,0,0,0,0,23.6111125,0,0,0,0,0,0,0,0,33.81074375,8.767347,0,0,0,0,0,0,0,0,0,0,0,0,18.467875,1.3888875,0,0,0,0,0,0,0,0,0,0,0.021701375
1174,P215706,0,25485,H05,0,0,0,0,0,0,0,0,0,0,38.65015,8.5720649375,0,0.021701375,0,0,0,0,0,0,0,0.108506875,28.32028125,0,0,0,0,0,13.32464625,31.11978125,0,0,0,0,56.8576360625,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H06,0,0,0,0,0,18.120675,0,0,0,0,0,0,0,26.2369625,4.991321875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H07,6.358507125,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2916823125,0.1302083125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H08,0,0,0,0,0,0,0,0,0,0,0,0,0,16.927096875,1.3888903125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3081596875,15.017364375,0.1736110625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3428665625,0,0,0,0,0,0,0,13.7152875,0.021701375,21.896683875,0,0,0,0,0,16.688352
1174,P215706,0,25485,H10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.406253125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H11,0,0,0,0,0,8.1814375,16.276017,0,0,0,20.269115625,0,0,0,19.03209375,4.2751665625,0,0,0,14.908878125,0.021701375,0,17.9470403125,0.108506875,0,0,29.123286875,0,0,0,0,15.125875,19.7265796875,20.985244,4.51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,0,25485,H12,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32290575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.559053125,1.5624995625,2.365452125,1.605902875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E01,0,0,0,0,0,0,0,0,0,0,0,0,40.972196875,10.438372625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9878375,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.609379375,0,0,0,0,0,0,44.9435625,21.180561125,12.500000625,1.9965295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0.021701375,47.526059375,2.907987,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E04,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27087125,0,0,0,0,0,0,31.011303125,3.45051875,0,0,27.170145625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,P215706,1,25484,E05,0,0,0,0,0,0,0,0,0,0,30.078121875,2.343751625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44444025,0,0,0,0,28.97134375,11.8923453125,0.3255206875,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
