chemical.id,conc,time_segment,auc.mean
1174,0,Dark,12.4667423596243
1174,0,Light,3.54164004786749
1174,1,Dark,13.3782325619993
1174,1,Light,3.80786072357046
1174,5,Dark,15.0954572564891
1174,5,Light,4.09499112504267
1174,10,Dark,11.1849439805516
1174,10,Light,3.40872353415341
