chemical.id,conc,Dark,Light
1174,0,12.4667423596243,3.54164004786749
1174,1,13.3782325619993,3.80786072357046
1174,5,15.0954572564891,4.09499112504267
1174,10,11.1849439805516,3.40872353415341
