bottle.id,casrn,chemical.id,chemical.name,plate.id,conc,well,EPR_max,MO24,any.effect,L1,D1,L2,D2,L3,D3,LPR_light_mean,LPR_dark_mean
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,F09,28.1901,0,0,5.14124998264015,24.9850999526679,2.84199997922405,16.3174501000903,1.09259999841452,9.09150001965462,3.025,16.798
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,G09,0,0,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,H09,21.8967,0,0,0.493599998950956,14.7601999238133,0.0218999996781349,21.4904499150812,1.29445003420116,13.7584498871118,0.603,16.67
P215706,50-32-8,1174,Benzo[a]pyrene,25485,10,A10,NA,1,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,10,B10,NA,1,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,5,C10,46.4192,0,0,0.420700000226498,0.0542999997735022,0.515849994868039,0.953350003994997,0.0927999973297131,0.928499978780743,0.343,0.645
P215706,50-32-8,1174,Benzo[a]pyrene,25485,5,D10,56.6624,0,0,1.13010000288486,35.042899736017,1.95134998708963,30.0453498482704,4.89189985841518,32.0335001409054,2.658,32.374
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,E10,25.7378,0,0,0.33784999847412,11.4001999689266,0.0555000007152555,12.5811999130063,0.548299998044972,2.42060000896454,0.314,8.801
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,F10,37.8689,0,0,0.00434999987483023,21.048900103569,1.56310001835227,0.588299991935489,0.0461999990046024,9.63049999848007,0.538,10.423
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,G10,34.8308,0,0,0.0215499997138976,1.57940000072122,0.0499999999999998,2.4136499799788,0.113450000062585,6.08309999406337,0.062,3.359
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,H10,16.4063,0,0,0.0177499994635581,9.75955011467449,0.691249992651867,13.273800143227,0.0358999997377401,6.25364991351961,0.248,9.762
P215706,50-32-8,1174,Benzo[a]pyrene,25485,10,A11,NA,1,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,10,B11,0,0,0,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,5,C11,41.3195,0,0,0.660150001943111,21.465550032258,0.472949994727968,12.3473000712693,0.876749990135431,12.9611000359058,0.67,15.591
P215706,50-32-8,1174,Benzo[a]pyrene,25485,5,D11,3.2118,0,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,E11,11.8706,0,0,0.116700001060963,10.7519999206066,0.149600000679492,1.34500001110137,0.178400000184774,0.023700000345707,0.148,4.04
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,F11,55.7726,0,0,0.155349998176098,1.87849998623132,4.51609990745782,0.144300006330013,0.28990000933409,0.640100009739398,1.654,0.888
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,G11,46.9618,0,0,0.454200011491775,12.4660999837331,0.492199998348949,12.9949999697506,0.142300000786783,11.8357999667525,0.363,12.432
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,H11,29.1233,0,0,0,23.8117497203871,1.8645499318838,20.0554500319064,1.05104997977615,29.664100048691,0.972,24.51
P215706,50-32-8,1174,Benzo[a]pyrene,25485,10,A12,NA,1,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,10,B12,NA,1,1,0,0,0,0,0,0,0,0
P215706,50-32-8,1174,Benzo[a]pyrene,25485,5,C12,16.3411,0,0,0.187600000947714,1.18575000017882,0.634749992191792,1.88505001273006,3.78785002417862,1.42269998453558,1.537,1.498
P215706,50-32-8,1174,Benzo[a]pyrene,25485,5,D12,25.3255,0,0,0.123499999567866,0,0.171950003504753,0.0577500008046629,0.368200004100799,0.276499999314545,0.221,0.111
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,E12,27.3872,0,0,1.10085000228137,22.9307999104261,2.12074999846517,12.6940500136465,2.01534999385479,20.6551998618059,1.746,18.76
P215706,50-32-8,1174,Benzo[a]pyrene,25485,1,F12,16.059,0,0,0.43304999321699,29.3084998190403,1.27070000916719,29.7756000444293,0.621149989962582,24.498599909246,0.775,27.861
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,G12,35.8507,0,0,0,0.209900003671647,0.0272000014781953,0.496549989283085,0.624750009924175,0.783099985867742,0.217,0.497
P215706,50-32-8,1174,Benzo[a]pyrene,25485,0,H12,28.5591,0,0,0.394449996203184,10.8643999614753,1.24480000436306,0.250400002487001,0.334899996593599,0.256499999761581,0.658,3.79
