chemical.id,conc,time_segment,auc.mean
1174,0,Dark,16.6138900460186
1174,0,Light,1.4158708339999
1174,1,Dark,17.6572783580449
1174,1,Light,1.55435393405259
1174,5,Dark,18.6201995423102
1174,5,Light,1.89500949044261
1174,10,Dark,18.3204530010344
1174,10,Light,1.51675555503419
