"chemical.id","MO24","DP24","SM24","MORT","CRAN","AXIS","EDEM","MUSC","LTRK","BRN_","SKIN","NC__","TCHR","any.effect"
1174,"10","0","0","10","0","0","0","0","0","0","0","0","0","10"
