"chemical.id","chemical.name","MO24","DP24","SM24","MORT","CRAN","AXIS","EDEM","MUSC","LTRK","BRN_","SKIN","NC__","TCHR","any.effect","B","E","R","LEL.dark","LEL.light","LSR.AUC","LSR.Peak","EPR","Fail_QC"
"1174","Benzo[a]pyrene","10",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,10,NA,NA,NA,NA,1,10,"Fail_LPR_QC"
