bottle.id,casrn,chemical.id,chemical.name,plate.id,conc,well,EPR_max,MO24,any.effect,L1,L2,L3,D1,D2,D3,LPR_light_mean,LPR_dark_mean
P737470,50-32-8,1174,Benzo[a]pyrene,19842,5,F12,11.6102,0,0,40.8809997737408,15.5385001301765,2.64849996566773,132.806999690831,181.94899854064,130.756999909878,19.689,148.504
P737470,50-32-8,1174,Benzo[a]pyrene,19842,10,G12,26.1068,0,0,8.16900004446507,4.15600004792214,12.9789998531342,35.253000035882,10.9224998354912,118.710998348892,8.435,54.962
P737470,50-32-8,1174,Benzo[a]pyrene,19842,10,H12,10.7639,0,0,173.903499782085,0.59850001335144,0.59799998998642,243.957500100136,259.659500002861,215.032500505447,58.367,239.55
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A01,3.1467,0,0,14.1674998700619,14.0419999957085,9.89050000905991,211.756500847638,60.2655002474785,184.443000532686,12.7,152.155
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B01,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C01,5.0781,0,0,13.4880002737045,4.16550002992153,7.08899986743926,254.49149876833,190.669499628246,200.272501051426,8.248,215.144
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D01,0.0217,0,8,NA,NA,NA,NA,NA,NA,NA,NA
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E01,6.1415,0,0,9.97699996829031,1.22599998116493,0,5.70700001716614,8.49899999424815,33.9809998720884,3.734,16.062
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F01,11.6319,0,0,1.04999995231629,1.8594999909401,31.9535001143813,86.3879994750022,336.591000378132,317.920500442386,11.621,246.967
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G01,12.3264,0,0,23.0064999014139,10.3504999577999,14.5064997375011,184.707998093218,414.589000284672,287.935000777245,15.954,295.744
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H01,5.0347,0,0,12.1055000424385,6.14200010895729,7.28849989175796,268.374500066042,299.118500113487,229.842999488115,8.512,265.779
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A02,3.2335,0,0,2.09800001978875,5.60899981856345,7.28649999201298,350.931498646736,297.768999576569,299.68399900198,4.998,316.128
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B02,6.8359,0,0,50.6489990949631,1.33000004291535,3.43500000238418,185.319500297308,100.804000407457,93.8550009280443,18.471,126.66
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C02,3.8194,0,0,0,0,1.16500002145767,105.074999757111,75.0490009114146,51.4870001450181,0.388,77.204
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D02,5.1215,0,0,6.09299995750189,9.65449989587069,1.56900002062321,321.829499185085,314.512500822544,236.077501773834,5.772,290.807
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E02,16.9271,0,0,0.86599999666214,0.370999991893768,3.30850000679493,327.417998824269,176.271999508143,151.332999646664,1.515,218.341
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F02,9.8741,0,0,15.1434997543693,4.74600003659724,10.7529999613762,361.393500983715,336.602000415325,96.8510000631214,10.214,264.949
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G02,12.3481,0,0,0.382999986410141,2.55349999666214,5.39099991321564,12.4890002124012,91.6570002138615,277.03399965167,2.776,127.06
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H02,13.1945,0,0,0,0,0,12.0009999275208,28.4739997386933,61.5360000729561,0,34.004
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A03,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B03,7.0963,0,0,0,3.39850002527237,3.81800004839897,32.1669995039702,57.0020008534193,130.724500775337,2.406,73.298
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C03,10.0043,0,0,5.32700000703335,4.99399995803833,0.603999972343445,199.806999441236,204.116999849677,128.893999509513,3.642,177.606
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D03,4.8394,0,0,0,1.24200001358986,1.341000020504,11.0429998785257,284.261501368136,128.902001291513,0.861,141.402
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E03,22.3742,0,0,0,0,0,0,0,0,0,0
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F03,9.0495,0,0,2.52550000697374,10.2654999196529,16.3119997754693,438.477002263069,411.015999466181,426.701500624418,9.701,425.398
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G03,12.066,0,0,0.461499989032745,48.1060002669692,8.59500014781953,189.782499145716,207.478499419987,175.149500522763,19.054,190.803
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H03,9.5703,0,0,0,8.11899989843368,3.85299998521805,71.0714995414019,256.689500510693,153.571001008153,3.991,160.444
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A04,2.6476,0,0,4.66200011968613,4.15450009703636,3.38600000739098,98.9370016185566,139.046000868082,226.33400118351,4.068,154.772
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B04,3.8845,0,0,52.6349995881319,26.3915000259876,64.386500865221,271.611000746489,232.569499379024,161.907500252128,47.804,222.029
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C04,2.8646,0,0,5.07149988412857,34.1784989833832,13.1909998655319,289.953500300646,237.031499534845,171.358500912786,17.48,232.781
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D04,11.5452,0,0,0.883000016212463,0,2.15499997138977,0,1.43099999427795,0,1.013,0.477
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E04,9.8741,0,0,1.40800004452467,16.3954999446869,5.73499992489815,226.325500130654,301.729499310255,18.0270003676415,7.846,182.027
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F04,10.0694,0,0,29.2520000338555,26.4549999162555,23.2300000712276,508.283502340317,577.668000221252,541.034999608994,26.312,542.329
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G04,9.3316,0,0,1.26450000703335,4.90849995613098,8.14149999618529,221.512499302625,175.898499682546,185.513500764966,4.771,194.308
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H04,9.5269,0,0,0,3.09650006890297,0,169.957499913871,6.1160000488162,32.3040000796317,1.032,69.459
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A05,3.9714,0,0,18.5274998173118,40.9754999056458,34.7820002613589,343.367499379441,354.804000370204,308.913501173258,31.428,335.695
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B05,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C05,2.2135,0,0,17.2835000753402,5.9535000026226,19.4859999120236,283.602001070976,390.611998111009,380.973498344421,14.241,351.729
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D05,4.7092,0,0,19.9184999912977,10.1660001315176,22.2130000963807,405.988999009132,322.204498171806,318.22999972105,17.433,348.808
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E05,5.1432,0,0,5.28050008416176,35.1964998096228,28.3544997833669,378.40950024873,311.334000080824,339.637002345175,22.944,343.127
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F05,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G05,9.2665,0,0,1.36549996584654,7.60999986529351,4.70799988508225,5.74700004607439,215.894000917673,293.821999967098,4.561,171.821
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H05,24.197,0,0,1.7030000090599,4.3215000629425,5.26399999856949,45.2419999428093,214.34850050509,285.779499344528,3.763,181.79
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A06,6.4453,0,0,4.75699996761978,0,4.64099991321563,59.7749997153878,67.4109999090433,74.4410003013909,3.133,67.209
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B06,6.4453,0,0,3.6460000872612,2.8575000166893,4.2739999294281,19.120000034105,25.573999941349,42.3149997182191,3.593,29.003
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C06,7.8559,0,0,19.6160000115633,15.4689998924732,7.33049994707107,21.7169997915626,24.975000390783,26.3779998682439,14.138,24.357
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D06,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E06,11.9358,0,0,1.24899995326996,0.868499994277955,0.985000014305115,122.203499637544,143.47400072217,126.848999898881,1.034,130.842
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F06,15.408,0,0,1.4009999781847,11.6399997919798,1.87799996137619,440.912003040314,337.068500995636,81.2280007004738,4.973,286.403
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G06,15.2344,0,0,21.2915001213551,26.3340000063181,4.20500004291535,452.481500178576,464.720496017486,342.280499279499,17.277,419.827
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H06,7.921,0,0,3.1240000128746,5.13199990987778,12.7160000801087,435.350000619889,364.7624989748,114.798997819423,6.991,304.97
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A07,2.0182,0,0,5.82199984788894,17.8934999108315,55.7000016868114,256.981497861445,229.943500652909,156.609000615775,26.472,214.511
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,B07,6.8142,0,0,0,20.4219999909401,7.1440000757575,289.717000484467,263.13049906306,131.406000345945,9.189,228.084
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,C07,5.4253,0,0,14.7224999666214,2.06949999928474,3.10950011014939,196.246000915766,207.667999505997,118.797000914812,6.634,174.237
P737470,50-32-8,1174,Benzo[a]pyrene,19843,1,D07,17.0139,0,0,0,10.4330001100898,3.42900002002716,114.913999825716,28.0189992021769,14.0090001821518,4.621,52.314
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,E07,8.5504,0,0,5.56299990415573,0.986000016331674,1.19400000572205,281.261001110077,62.8360004797578,14.4770001173019,2.581,119.525
P737470,50-32-8,1174,Benzo[a]pyrene,19843,5,F07,14.5399,0,0,8.54600012302399,10.3360000252724,4.66250002384186,341.595499515533,336.101499974728,235.882499694824,7.848,304.526
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,G07,19.7266,0,0,13.125,1.88100001215935,1.35350000858307,225.960499554872,256.609498172998,81.8214992284774,5.453,188.13
P737470,50-32-8,1174,Benzo[a]pyrene,19843,10,H07,19.9653,0,0,8.37699995189902,76.8039992898703,23.8640002310275,128.595999151469,188.840500235558,147.532499730587,36.348,154.99
P737470,50-32-8,1174,Benzo[a]pyrene,19843,0,A08,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
