"chemical.id","bottle.id","conc","plate.id","well","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92"
1174,"P737470",5,19737,"F10",0,0,0,1.17299997806549,0.264999985694885,0,0,0,0,0,0,0,1.08200001716614,3.0249999165535,0.275000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194000005722046,0.137999996542931,0,1.55599999427795,0.136999994516373,0,0,0,0,0,0,0,2.46500002592802,1.03100001811981,8.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19400000572205,0,0,0.704999983310699,1.06799998879433,0,0.0509999990463257,0.126000002026558,0
1174,"P737470",5,19737,"F11",0,0,0,3.86399994790554,0,0,0,0,0,0,0,0,3.67600011825562,0,3.19299992918969,0,2.62000003457069,1.25299994647503,1.4769999757409,0,0,3.40600000321865,0,0,0,0,0,0,0,0,0.533999979496002,0,0,0,0,0.24099999666214,0,0,0,0,0,0.391000002622604,0,0,0,0,0,0,2.74600005149841,0.0820000022649765,0,0,0,0,0,1.77199995517731,0,0.887000024318695,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.0529999993741512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19737,"F12",0,0,0,4.29899983108044,0,0,0,0,0,0,0,0,1.66499996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53100000694394,0,0,0,1.61699998378754,0,0,0,0,2.4300000667572,0,0,0,0,0,0,0,0,0,0,0,0,0.526000022888184,0,0,0,0,3.07300007343292,0,0,0.0740000009536743,0,0,0,0,0.365000009536743,1.61199992895127,0,0,0,0,0,0,0,0,3.95399989187717,0.222000002861023,0.361999988555908,0.472000002861023,2.29400002211333,0.548000007867813,0,0,0,2.40600001811981,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E01",0,0,0,3.09299993515015,0,0,0,0,0,0,0,1.58599996566772,1.2980000525713,0.129999995231628,0,0.451999992132187,0.266999989748001,0.114000000059605,0.0390000008046627,0.0500000007450581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E02",0,0,0.137999996542931,2.07199993729591,0,0,0,0,0,0,0,0.916999995708466,0.337999999523163,0,0,0,0,0,0,0.582000017166138,0,0.646000027656555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555000007152557,0,0,0,0,0,0.158000007271767,0,0,0.0219999998807907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E03",0,0,0,2.05599999427795,0,0.867999970912933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0239999294281,1.057000041008,0.761999979615212,0,0,0,0,0,0,0,0,0,0,0.843999981880188,0.225999996066093,0.189999997615814,1.60100001096725,0,0.888999998569489,0.414000004529953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816999971866608,0.389999985694885,0,0,0.222000002861023,0.646000027656555,0,1.39100003242493,0,5.71400010585785,0.648999981582165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E04",0,0,0,3.09899997711182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416000008583069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E05",0,0,0,6.30099987983703,0.814000010490417,0,0,0,0,0,0,0,4.23600006103516,1.53500002622605,0,0.123000003397465,0,0,0,0,0.962999999523163,0.680000007152557,0,0,0,0,0,0,0,0,0.869000017642975,0,0,0,0.994000017642975,0,0.790000021457672,5.88399994373322,1.18400001525879,0,0,0,0,0,0,0,0,0,1.24100005626678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E06",0,0,0,2.7459999024868,0,0,0,0,0,0,0,1.05200004577637,1.42800004035234,0,0,0,0,0.578999996185303,0.137999996542931,0.137999996542931,0,3.90399989485741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"P737470",5,19738,"E07",0,0,0,2.85199999809265,0,0,0,0,0,0,0,0,0.773999989032745,0,0,0.317999988794327,0,0,0,0.0839999988675117,0,0.674000024795532,0.256999999284744,0,0,0,0,0,1.87100005149841,0,0.483000010251999,0,0,0.43299999833107,0,0,0,0,0,3.41400000080466,0,0,0.504000008106232,0,0,0.839999973773956,0,0,2.15599995851517,0,0.564999997615814,0.842000007629395,0,0,0.545000016689301,0,0,0.889999985694885,0.601999998092651,2.14200001955032,1.12800002098083,0,0,0.451999992132187,0,0,0,0,0,0,0.45100000500679,0,0,0.444999992847443,0,1.69799995422363,0,0,0,0,0,4.73699998855591,0.319999992847443,1.46000003814697,0.736999973654747,0,0,0,0,0,0,0,0
