chemical.id,conc,plate.id,well,bottle.id,remove,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48
1174,10,18312,D07,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,50,18312,E07,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,50,18312,F07,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,100,18312,G07,P98234,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,100,18312,H07,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,18312,A08,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77951575,0,0,5.099828125,0.5642360625,0,4.8828096875,0,0,0,0,0,1.2586809375,0,0,0,2.53906325,0.1519098125,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,18312,B08,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0
1174,10,18312,C08,P98234,0,2.170139375,0,0,0,0.93316075,0,0.6076398125,0.41232625,0.1953123125,0,0.2604166875,0,0,0,0,1.1067715,0.1519096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,10,18312,D08,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,50,18312,E08,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,50,18312,F08,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,100,18312,G08,P98234,0,0.2387153125,0.1519096875,0,0,0,0.2604165625,0,0,0,1.3888896875,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2170140625,0.2604164375,1.0633679375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,100,18312,H08,P98234,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,18312,A09,P98234,0,0,0,6.2066,0,0,0,1.99652875,0,0,0,5.750865,0,0,0.6727429375,0,0.021701375,0,0,5.664062,0,0,0,0,0.75955,1.77951325,7.53038375,25.1953009375,0.86805625,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69097375,0.0434028125,0,0,0,0,0
1174,0,18312,B09,P98234,0,6.336803125,1.6710073125,0,0,0,0,0,5.642360125,0.8680540625,0,9.5051991875,0.4340278125,0.9548625,0.325520625,0,0,0,0,8.37674825,0,0,0,3.9496545,0,0,9.8307284375,0,0,2.756075375,0,0,0,2.4305553125,0,3.754342625,0,0,0,0,0,0,0,0,0,0,0,0,0
