"chemical.id","conc","Interval","Movement.mu"
"1174"," 0","B",1.61825596661325
"1174"," 1","B",2.0575953968107
"1174"," 5","B",2.43053735737977
"1174","10","B",2.7044852347608
"1174"," 0","E",1.06231078931624
"1174"," 1","E",1.11030729609053
"1174"," 5","E",2.33282711541252
"1174","10","E",3.85266602811536
"1174"," 0","R",0.106983655348558
"1174"," 1","R",0.183979563368056
"1174"," 5","R",0.255942763001399
"1174","10","R",0.353080831108941
