"chemical.id","MO24","DP24","SM24","MORT","CRAN","AXIS","EDEM","MUSC","LTRK","BRN_","SKIN","NC__","TCHR","any.effect"
"P215706_20220506",10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
