"chemical.id","MO24","DP24","SM24","MORT","CRAN","AXIS","EDEM","MUSC","LTRK","BRN_","SKIN","NC__","TCHR","any.effect"
"P215706_20220506",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
